K,array_key,bank,basis_index,method,response_norm,seed,semantic_direction
1,VREX__10__u001__K1__counterfactual_green,counterfactual_green,1,VREX,0.7604777216911316,10,source_env1_color
1,VREX__10__u001__K1__clean_task,clean_task,1,VREX,0.137016162276268,10,source_env1_color
5,VREX__10__u001__K5__source,source,1,VREX,5.7967448234558105,10,source_env1_color
5,VREX__10__u001__K5__counterfactual_red,counterfactual_red,1,VREX,4.081600189208984,10,source_env1_color
5,VREX__10__u001__K5__counterfactual_green,counterfactual_green,1,VREX,6.242454528808594,10,source_env1_color
5,VREX__10__u001__K5__clean_task,clean_task,1,VREX,0.9459086656570435,10,source_env1_color
20,VREX__10__u001__K20__source,source,1,VREX,6.067718982696533,10,source_env1_color
20,VREX__10__u001__K20__counterfactual_red,counterfactual_red,1,VREX,7.1981964111328125,10,source_env1_color
20,VREX__10__u001__K20__counterfactual_green,counterfactual_green,1,VREX,1.4671001434326172,10,source_env1_color
20,VREX__10__u001__K20__clean_task,clean_task,1,VREX,3.239980936050415,10,source_env1_color
1,VREX__10__u002__K1__source,source,2,VREX,0.0,10,evaluation_color
1,VREX__10__u002__K1__counterfactual_red,counterfactual_red,2,VREX,0.0,10,evaluation_color
1,VREX__10__u002__K1__counterfactual_green,counterfactual_green,2,VREX,0.0,10,evaluation_color
1,VREX__10__u002__K1__clean_task,clean_task,2,VREX,0.0,10,evaluation_color
5,VREX__10__u002__K5__source,source,2,VREX,0.0,10,evaluation_color
5,VREX__10__u002__K5__counterfactual_red,counterfactual_red,2,VREX,0.0,10,evaluation_color
5,VREX__10__u002__K5__counterfactual_green,counterfactual_green,2,VREX,0.0,10,evaluation_color
5,VREX__10__u002__K5__clean_task,clean_task,2,VREX,0.0,10,evaluation_color
20,VREX__10__u002__K20__source,source,2,VREX,0.0,10,evaluation_color
20,VREX__10__u002__K20__counterfactual_red,counterfactual_red,2,VREX,0.0,10,evaluation_color
20,VREX__10__u002__K20__counterfactual_green,counterfactual_green,2,VREX,0.0,10,evaluation_color
20,VREX__10__u002__K20__clean_task,clean_task,2,VREX,0.0,10,evaluation_color
1,VREX__10__u003__K1__source,source,3,VREX,0.224890798330307,10,source_label_noise
1,VREX__10__u003__K1__counterfactual_red,counterfactual_red,3,VREX,0.04756775125861168,10,source_label_noise
1,VREX__10__u003__K1__counterfactual_green,counterfactual_green,3,VREX,0.29474854469299316,10,source_label_noise
1,VREX__10__u003__K1__clean_task,clean_task,3,VREX,0.14543989300727844,10,source_label_noise
5,VREX__10__u003__K5__source,source,3,VREX,0.8637057542800903,10,source_label_noise
5,VREX__10__u003__K5__counterfactual_red,counterfactual_red,3,VREX,0.290060818195343,10,source_label_noise
5,VREX__10__u003__K5__counterfactual_green,counterfactual_green,3,VREX,1.0976701974868774,10,source_label_noise
5,VREX__10__u003__K5__clean_task,clean_task,3,VREX,0.6064198017120361,10,source_label_noise
20,VREX__10__u003__K20__source,source,3,VREX,7.3660383224487305,10,source_label_noise
20,VREX__10__u003__K20__counterfactual_red,counterfactual_red,3,VREX,7.338188171386719,10,source_label_noise
20,VREX__10__u003__K20__counterfactual_green,counterfactual_green,3,VREX,5.618698596954346,10,source_label_noise
20,VREX__10__u003__K20__clean_task,clean_task,3,VREX,5.679808616638184,10,source_label_noise
1,VREX__10__u004__K1__source,source,4,VREX,0.0,10,evaluation_label_noise
1,VREX__10__u004__K1__counterfactual_red,counterfactual_red,4,VREX,0.0,10,evaluation_label_noise
1,VREX__10__u004__K1__counterfactual_green,counterfactual_green,4,VREX,0.0,10,evaluation_label_noise
1,VREX__10__u004__K1__clean_task,clean_task,4,VREX,0.0,10,evaluation_label_noise
5,VREX__10__u004__K5__source,source,4,VREX,0.0,10,evaluation_label_noise
5,VREX__10__u004__K5__counterfactual_red,counterfactual_red,4,VREX,0.0,10,evaluation_label_noise
5,VREX__10__u004__K5__counterfactual_green,counterfactual_green,4,VREX,0.0,10,evaluation_label_noise
5,VREX__10__u004__K5__clean_task,clean_task,4,VREX,0.0,10,evaluation_label_noise
20,VREX__10__u004__K20__source,source,4,VREX,0.0,10,evaluation_label_noise
20,VREX__10__u004__K20__counterfactual_red,counterfactual_red,4,VREX,0.0,10,evaluation_label_noise
20,VREX__10__u004__K20__counterfactual_green,counterfactual_green,4,VREX,0.0,10,evaluation_label_noise
20,VREX__10__u004__K20__clean_task,clean_task,4,VREX,0.0,10,evaluation_label_noise
1,VREX__10__u005__K1__source,source,-1,VREX,0.0080960588529706,10,source_color_common
1,VREX__10__u005__K1__counterfactual_red,counterfactual_red,-1,VREX,0.0055650025606155396,10,source_color_common
1,VREX__10__u005__K1__counterfactual_green,counterfactual_green,-1,VREX,0.007418109569698572,10,source_color_common
1,VREX__10__u005__K1__clean_task,clean_task,-1,VREX,0.003421045606955886,10,source_color_common
5,VREX__10__u005__K5__source,source,-1,VREX,0.08320162445306778,10,source_color_common
5,VREX__10__u005__K5__counterfactual_red,counterfactual_red,-1,VREX,0.08114821463823318,10,source_color_common
5,VREX__10__u005__K5__counterfactual_green,counterfactual_green,-1,VREX,0.08060873299837112,10,source_color_common
5,VREX__10__u005__K5__clean_task,clean_task,-1,VREX,0.022923849523067474,10,source_color_common
20,VREX__10__u005__K20__source,source,-1,VREX,1.0100613832473755,10,source_color_common
20,VREX__10__u005__K20__counterfactual_red,counterfactual_red,-1,VREX,0.875942587852478,10,source_color_common
20,VREX__10__u005__K20__counterfactual_green,counterfactual_green,-1,VREX,0.7568944096565247,10,source_color_common
20,VREX__10__u005__K20__clean_task,clean_task,-1,VREX,0.5571181774139404,10,source_color_common
1,VREX__10__u006__K1__source,source,-1,VREX,0.9505358338356018,10,source_color_contrast
1,VREX__10__u006__K1__counterfactual_red,counterfactual_red,-1,VREX,0.5872065424919128,10,source_color_contrast
1,VREX__10__u006__K1__counterfactual_green,counterfactual_green,-1,VREX,1.079379677772522,10,source_color_contrast
1,VREX__10__u006__K1__clean_task,clean_task,-1,VREX,0.19593414664268494,10,source_color_contrast
5,VREX__10__u006__K5__source,source,-1,VREX,8.123629570007324,10,source_color_contrast
5,VREX__10__u006__K5__counterfactual_red,counterfactual_red,-1,VREX,5.6949334144592285,10,source_color_contrast
5,VREX__10__u006__K5__counterfactual_green,counterfactual_green,-1,VREX,8.75450611114502,10,source_color_contrast
5,VREX__10__u006__K5__clean_task,clean_task,-1,VREX,1.335120677947998,10,source_color_contrast
20,VREX__10__u006__K20__source,source,-1,VREX,7.962851524353027,10,source_color_contrast
20,VREX__10__u006__K20__counterfactual_red,counterfactual_red,-1,VREX,9.34985065460205,10,source_color_contrast
20,VREX__10__u006__K20__counterfactual_green,counterfactual_green,-1,VREX,2.6269187927246094,10,source_color_contrast
20,VREX__10__u006__K20__clean_task,clean_task,-1,VREX,4.0708818435668945,10,source_color_contrast
1,VREX__10__u007__K1__source,source,-1,VREX,0.0057247779332101345,10,color_global
1,VREX__10__u007__K1__counterfactual_red,counterfactual_red,-1,VREX,0.003935050684958696,10,color_global
1,VREX__10__u007__K1__counterfactual_green,counterfactual_green,-1,VREX,0.00524539640173316,10,color_global
1,VREX__10__u007__K1__clean_task,clean_task,-1,VREX,0.002419044729322195,10,color_global
5,VREX__10__u007__K5__source,source,-1,VREX,0.05883243307471275,10,color_global
5,VREX__10__u007__K5__counterfactual_red,counterfactual_red,-1,VREX,0.05738045275211334,10,color_global
5,VREX__10__u007__K5__counterfactual_green,counterfactual_green,-1,VREX,0.05699898675084114,10,color_global
5,VREX__10__u007__K5__clean_task,clean_task,-1,VREX,0.01620960794389248,10,color_global
20,VREX__10__u007__K20__source,source,-1,VREX,0.7142212390899658,10,color_global
20,VREX__10__u007__K20__counterfactual_red,counterfactual_red,-1,VREX,0.6193850040435791,10,color_global
20,VREX__10__u007__K20__counterfactual_green,counterfactual_green,-1,VREX,0.5352051854133606,10,color_global
20,VREX__10__u007__K20__clean_task,clean_task,-1,VREX,0.3939420282840729,10,color_global
1,VREX__10__u008__K1__source,source,-1,VREX,0.0057247779332101345,10,color_shift
1,VREX__10__u008__K1__counterfactual_red,counterfactual_red,-1,VREX,0.003935050684958696,10,color_shift
1,VREX__10__u008__K1__counterfactual_green,counterfactual_green,-1,VREX,0.00524539640173316,10,color_shift
1,VREX__10__u008__K1__clean_task,clean_task,-1,VREX,0.002419044729322195,10,color_shift
5,VREX__10__u008__K5__source,source,-1,VREX,0.05883243307471275,10,color_shift
5,VREX__10__u008__K5__counterfactual_red,counterfactual_red,-1,VREX,0.05738045275211334,10,color_shift
5,VREX__10__u008__K5__counterfactual_green,counterfactual_green,-1,VREX,0.05699898675084114,10,color_shift
5,VREX__10__u008__K5__clean_task,clean_task,-1,VREX,0.01620960794389248,10,color_shift
20,VREX__10__u008__K20__source,source,-1,VREX,0.7142212390899658,10,color_shift
20,VREX__10__u008__K20__counterfactual_red,counterfactual_red,-1,VREX,0.6193850040435791,10,color_shift
20,VREX__10__u008__K20__counterfactual_green,counterfactual_green,-1,VREX,0.5352051854133606,10,color_shift
20,VREX__10__u008__K20__clean_task,clean_task,-1,VREX,0.3939420282840729,10,color_shift
1,VREX__10__u009__K1__source,source,-1,VREX,0.15902180969715118,10,noise_global
1,VREX__10__u009__K1__counterfactual_red,counterfactual_red,-1,VREX,0.03363547846674919,10,noise_global
1,VREX__10__u009__K1__counterfactual_green,counterfactual_green,-1,VREX,0.20841868221759796,10,noise_global
1,VREX__10__u009__K1__clean_task,clean_task,-1,VREX,0.10284154117107391,10,noise_global
5,VREX__10__u009__K5__source,source,-1,VREX,0.6107321977615356,10,noise_global
5,VREX__10__u009__K5__counterfactual_red,counterfactual_red,-1,VREX,0.20510397851467133,10,noise_global
5,VREX__10__u009__K5__counterfactual_green,counterfactual_green,-1,VREX,0.7761699557304382,10,noise_global
5,VREX__10__u009__K5__clean_task,clean_task,-1,VREX,0.42880353331565857,10,noise_global
20,VREX__10__u009__K20__source,source,-1,VREX,5.20857572555542,10,noise_global
20,VREX__10__u009__K20__counterfactual_red,counterfactual_red,-1,VREX,5.188882350921631,10,noise_global
20,VREX__10__u009__K20__counterfactual_green,counterfactual_green,-1,VREX,3.973019599914551,10,noise_global
20,VREX__10__u009__K20__clean_task,clean_task,-1,VREX,4.016231060028076,10,noise_global
1,VREX__10__u010__K1__source,source,-1,VREX,0.15902180969715118,10,noise_shift
1,VREX__10__u010__K1__counterfactual_red,counterfactual_red,-1,VREX,0.03363547846674919,10,noise_shift
1,VREX__10__u010__K1__counterfactual_green,counterfactual_green,-1,VREX,0.20841868221759796,10,noise_shift
1,VREX__10__u010__K1__clean_task,clean_task,-1,VREX,0.10284154117107391,10,noise_shift
5,VREX__10__u010__K5__source,source,-1,VREX,0.6107321977615356,10,noise_shift
5,VREX__10__u010__K5__counterfactual_red,counterfactual_red,-1,VREX,0.20510397851467133,10,noise_shift
5,VREX__10__u010__K5__counterfactual_green,counterfactual_green,-1,VREX,0.7761699557304382,10,noise_shift
5,VREX__10__u010__K5__clean_task,clean_task,-1,VREX,0.42880353331565857,10,noise_shift
20,VREX__10__u010__K20__source,source,-1,VREX,5.20857572555542,10,noise_shift
20,VREX__10__u010__K20__counterfactual_red,counterfactual_red,-1,VREX,5.188882350921631,10,noise_shift
20,VREX__10__u010__K20__counterfactual_green,counterfactual_green,-1,VREX,3.973019599914551,10,noise_shift
20,VREX__10__u010__K20__clean_task,clean_task,-1,VREX,4.016231060028076,10,noise_shift
1,FISHR__10__u000__K1__source,source,0,FISHR,0.195729061961174,10,source_env0_color
1,FISHR__10__u000__K1__counterfactual_red,counterfactual_red,0,FISHR,0.23292995989322662,10,source_env0_color
1,FISHR__10__u000__K1__counterfactual_green,counterfactual_green,0,FISHR,0.0846780464053154,10,source_env0_color
1,FISHR__10__u000__K1__clean_task,clean_task,0,FISHR,0.059038639068603516,10,source_env0_color
5,FISHR__10__u000__K5__source,source,0,FISHR,2.956688404083252,10,source_env0_color
5,FISHR__10__u000__K5__counterfactual_red,counterfactual_red,0,FISHR,3.428797483444214,10,source_env0_color
5,FISHR__10__u000__K5__counterfactual_green,counterfactual_green,0,FISHR,1.4465794563293457,10,source_env0_color
5,FISHR__10__u000__K5__clean_task,clean_task,0,FISHR,0.7101733684539795,10,source_env0_color
20,FISHR__10__u000__K20__source,source,0,FISHR,19.302196502685547,10,source_env0_color
20,FISHR__10__u000__K20__counterfactual_red,counterfactual_red,0,FISHR,22.16385269165039,10,source_env0_color
20,FISHR__10__u000__K20__counterfactual_green,counterfactual_green,0,FISHR,9.972368240356445,10,source_env0_color
20,FISHR__10__u000__K20__clean_task,clean_task,0,FISHR,4.257869720458984,10,source_env0_color
1,FISHR__10__u001__K1__source,source,1,FISHR,0.17227323353290558,10,source_env1_color
1,FISHR__10__u001__K1__counterfactual_red,counterfactual_red,1,FISHR,0.20593982934951782,10,source_env1_color
1,FISHR__10__u001__K1__counterfactual_green,counterfactual_green,1,FISHR,0.07331769913434982,10,source_env1_color
1,FISHR__10__u001__K1__clean_task,clean_task,1,FISHR,0.0541585236787796,10,source_env1_color
5,FISHR__10__u001__K5__source,source,1,FISHR,2.5861897468566895,10,source_env1_color
5,FISHR__10__u001__K5__counterfactual_red,counterfactual_red,1,FISHR,3.006751537322998,10,source_env1_color
5,FISHR__10__u001__K5__counterfactual_green,counterfactual_green,1,FISHR,1.2529418468475342,10,source_env1_color
5,FISHR__10__u001__K5__clean_task,clean_task,1,FISHR,0.6304163336753845,10,source_env1_color
20,FISHR__10__u001__K20__source,source,1,FISHR,17.73313331604004,10,source_env1_color
20,FISHR__10__u001__K20__counterfactual_red,counterfactual_red,1,FISHR,20.3331298828125,10,source_env1_color
20,FISHR__10__u001__K20__counterfactual_green,counterfactual_green,1,FISHR,9.037179946899414,10,source_env1_color
20,FISHR__10__u001__K20__clean_task,clean_task,1,FISHR,3.936675548553467,10,source_env1_color
1,FISHR__10__u002__K1__source,source,2,FISHR,0.0,10,evaluation_color
1,FISHR__10__u002__K1__counterfactual_red,counterfactual_red,2,FISHR,0.0,10,evaluation_color
1,FISHR__10__u002__K1__counterfactual_green,counterfactual_green,2,FISHR,0.0,10,evaluation_color
1,FISHR__10__u002__K1__clean_task,clean_task,2,FISHR,0.0,10,evaluation_color
5,FISHR__10__u002__K5__source,source,2,FISHR,0.0,10,evaluation_color
5,FISHR__10__u002__K5__counterfactual_red,counterfactual_red,2,FISHR,0.0,10,evaluation_color
5,FISHR__10__u002__K5__counterfactual_green,counterfactual_green,2,FISHR,0.0,10,evaluation_color
5,FISHR__10__u002__K5__clean_task,clean_task,2,FISHR,0.0,10,evaluation_color
20,FISHR__10__u002__K20__source,source,2,FISHR,0.0,10,evaluation_color
20,FISHR__10__u002__K20__counterfactual_red,counterfactual_red,2,FISHR,0.0,10,evaluation_color
20,FISHR__10__u002__K20__counterfactual_green,counterfactual_green,2,FISHR,0.0,10,evaluation_color
20,FISHR__10__u002__K20__clean_task,clean_task,2,FISHR,0.0,10,evaluation_color
1,FISHR__10__u003__K1__source,source,3,FISHR,0.10105568170547485,10,source_label_noise
1,FISHR__10__u003__K1__counterfactual_red,counterfactual_red,3,FISHR,0.11954884976148605,10,source_label_noise
1,FISHR__10__u003__K1__counterfactual_green,counterfactual_green,3,FISHR,0.03791749104857445,10,source_label_noise
1,FISHR__10__u003__K1__clean_task,clean_task,3,FISHR,0.03264254704117775,10,source_label_noise
5,FISHR__10__u003__K5__source,source,3,FISHR,0.6548749804496765,10,source_label_noise
5,FISHR__10__u003__K5__counterfactual_red,counterfactual_red,3,FISHR,0.7545191049575806,10,source_label_noise
5,FISHR__10__u003__K5__counterfactual_green,counterfactual_green,3,FISHR,0.27554115653038025,10,source_label_noise
5,FISHR__10__u003__K5__clean_task,clean_task,3,FISHR,0.18740998208522797,10,source_label_noise
20,FISHR__10__u003__K20__source,source,3,FISHR,0.763003408908844,10,source_label_noise
20,FISHR__10__u003__K20__counterfactual_red,counterfactual_red,3,FISHR,0.819121778011322,10,source_label_noise
20,FISHR__10__u003__K20__counterfactual_green,counterfactual_green,3,FISHR,0.2723163366317749,10,source_label_noise
20,FISHR__10__u003__K20__clean_task,clean_task,3,FISHR,0.23151148855686188,10,source_label_noise
1,FISHR__10__u004__K1__source,source,4,FISHR,0.0,10,evaluation_label_noise
1,FISHR__10__u004__K1__counterfactual_red,counterfactual_red,4,FISHR,0.0,10,evaluation_label_noise
1,FISHR__10__u004__K1__counterfactual_green,counterfactual_green,4,FISHR,0.0,10,evaluation_label_noise
1,FISHR__10__u004__K1__clean_task,clean_task,4,FISHR,0.0,10,evaluation_label_noise
5,FISHR__10__u004__K5__source,source,4,FISHR,0.0,10,evaluation_label_noise
5,FISHR__10__u004__K5__counterfactual_red,counterfactual_red,4,FISHR,0.0,10,evaluation_label_noise
5,FISHR__10__u004__K5__counterfactual_green,counterfactual_green,4,FISHR,0.0,10,evaluation_label_noise
5,FISHR__10__u004__K5__clean_task,clean_task,4,FISHR,0.0,10,evaluation_label_noise
20,FISHR__10__u004__K20__source,source,4,FISHR,0.0,10,evaluation_label_noise
20,FISHR__10__u004__K20__counterfactual_red,counterfactual_red,4,FISHR,0.0,10,evaluation_label_noise
20,FISHR__10__u004__K20__counterfactual_green,counterfactual_green,4,FISHR,0.0,10,evaluation_label_noise
20,FISHR__10__u004__K20__clean_task,clean_task,4,FISHR,0.0,10,evaluation_label_noise
1,FISHR__10__u005__K1__source,source,-1,FISHR,0.016913430765271187,10,source_color_common
1,FISHR__10__u005__K1__counterfactual_red,counterfactual_red,-1,FISHR,0.01920340582728386,10,source_color_common
1,FISHR__10__u005__K1__counterfactual_green,counterfactual_green,-1,FISHR,0.008555466309189796,10,source_color_common
1,FISHR__10__u005__K1__clean_task,clean_task,-1,FISHR,0.0035601286217570305,10,source_color_common
5,FISHR__10__u005__K5__source,source,-1,FISHR,0.26319432258605957,10,source_color_common
5,FISHR__10__u005__K5__counterfactual_red,counterfactual_red,-1,FISHR,0.29900822043418884,10,source_color_common
5,FISHR__10__u005__K5__counterfactual_green,counterfactual_green,-1,FISHR,0.13846398890018463,10,source_color_common
5,FISHR__10__u005__K5__clean_task,clean_task,-1,FISHR,0.056982096284627914,10,source_color_common
20,FISHR__10__u005__K20__source,source,-1,FISHR,1.1583505868911743,10,source_color_common
20,FISHR__10__u005__K20__counterfactual_red,counterfactual_red,-1,FISHR,1.3358714580535889,10,source_color_common
